born,nationality,political party,other politicalaffiliations,residence,occupation
 (1939-07-10) july 10| 1939 (age 79),sri lankan,sri lanka freedom party  united national party,united people's freedom alliance,50/1| siripa road| colombo 05| sri lanka.,civil servant
