born,spouse(s),children,alma mater,father,mother
 (1972-04-30) 30 april 1972 (age 46)abu dhabi| united arab emirates,al yazia bint saif bin mohammed al nahyan,"
fatima
mohammed
zayed
saif
",united arab emirates university,zayed bin sultan al nahyan,fatima bint mubarak al ketbi
