born,nationality,political party,other politicalaffiliations,spouse(s),alma mater,profession
 (1947-12-06) december 6| 1947 (age 70)quebec city| quebec| canada,canadian,conservative party (2003–present),liberal party (before 2003),christine donoghue,university of montreallaval university,businessmancommunications consultantpolitical assistant
