born,nationality,political party,spouse(s),relations,children,alma mater
 (1969-04-01) april 1| 1969 (age 49)saboti| trans nzoia,kenyan,new ford–kenya,lucy musundi,michael wamalwa (brother)[1],3,university of nairobi
