born,nationality,political party,spouse(s),children,alma mater,occupation
 (1965-07-19) 19 july 1965 (age 53)singapore,singaporean,people's action party,sadiah shahal (m. 1992)[1],lidia syahindah  adli mifzal,national university of singapore  university of illinois at urbana-champaign,politician
