born,nationality,spouse(s),children,education,alma mater
cheng yuet-ngor (1957-05-13) 13 may 1957 (age 61)[1]lockhart road| wan chai| british hong kong[2],chinese,lam siu-por (m. 1984),2,st. francis' canossian college,university of hong kongwolfson college| cambridge (diploma course)
