born,nationality,political party,spouse(s),alma mater,occupation,website
 (1959-05-08) 8 may 1959 (age 59)ystrad rhondda| glamorgan| wales,welsh, welshplaid cymru eueuropean free alliance,syd morgan,university of wales| aberystwythglamorgan university (now the university of south wales),member of the european parliament,http://www.jillevans.net/
