born,nationality,political party,alma mater,allegiance,service/branch,years of service,rank,commands
 (1969-01-10) 10 january 1969 (age 49)singapore,singaporean,people's action party,"
national university of singapore
king's college london
london school of economics
", singapore,singapore army,1987–2011,brigadier-general,"
7th singapore infantry brigade
3rd singapore division
tradoc
"
