born,political party,spouse(s),children,education,allegiance,service/branch,years of service,rank,battles/wars,awards
robert james nicholson (1938-02-04) february 4| 1938 (age 80)struble| iowa| u.s.,republican,suzanne ferrell,3,united states military academy (bs)columbia university (mpp)university of denver (jd), united states, united states army,1961–1991, colonel,vietnam war,bronze starcombat infantryman badgemeritorious service medalvietnam gallantry crossair medal (2)
