born,nationality,political party,spouse(s),children,alma mater,website
 (1967-09-20) 20 september 1967 (age 51)mombasa| kenya,kenyan,republican congress,najaah,"
4
nabeelnaeemnailanusaybah
",us international university,www.najibbalala.com
