born,nationality,alma mater
"tumaini village| al-kalou constituency| nyandarua county| republic of kenya
kenya",kenyan,university of nairobi(bachelor's degree)eastern and southern african management institute(master of business administration)michigan state university(postgraduate diploma in law and regulation)
