born,political party,spouse(s),children,alma mater,service/branch,years of service,rank,commands
 (1954-12-27) 27 december 1954 (age 63)singapore,people's action party (1992),chew poh yim,2,university of manchesterimperial college londonharvard university, republic of singapore navy,1972–1992,rear-admiral,chief of navy (1991-92)
