born,political party,alma mater,website
 (1951-05-25) 25 may 1951 (age 67)bordères| france,union for french democracy(1979–2007)centre of social democrats(1979–1995)democratic force (1995–1998)democratic movement (2007–present),university bordeaux montaigne,official website
