born,citizenship,nationality,political party,spouse(s),relations,children,residence,alma mater,occupation,profession,website
j.p dayasiri jayasekara (1969-06-12) 12 june 1969 (age 49)panduwasnuwara| sri lanka,sri lankan,sinhalese,sri lanka freedom party  (2013–)united national party  (2001–2013),jayawanthi jayasekara,kithsiri jayasekara (singer),kaveen jayasekara  gihansi jayasekara,colombo,mayurapada central college,politician,singer,http://dayasirijayasekara.lk/pages/
