born,nationality,political party,other politicalaffiliations,spouse(s),children,residence,alma mater,occupation
 (1962-02-12) 12 february 1962 (age 56)udayala|  angunukolapelessa,sri lankan,sri lanka freedom party,united people's freedom alliance,madushini prancisku (m.2018-)| dilrukshika  weerakoon (m.1996-2011),pasan amaraweera,b/63 mahagamasekara mawatha| colombo 07,vijithl central college| dickwella.,politician
