country represented,born,residence,height,former coach,former choreographer,skating club,retired,combined total,short program,free skate
 canada, (1985-01-14) january 14| 1985 (age 33)edmundston| new brunswick,sainte-julie| quebec,1.64 m (5 ft 5 in),annie barabé| sophie richard| yvan desjardins| gordon forbes| alexei chetverukhin,david wilson| brian orser,c.p.a. varennes,2011,206.562008 skate canada,70.152010 nhk trophy,143.982010 four continents
