born,died,political party,spouse(s),alma mater,profession
(1861-09-03)september 3| 1861philadelphia| pennsylvania,december 8| 1938(1938-12-08) (aged 77)clearfield| pennsylvania,republican,mary todd marchand,lafayette collegeuniversity of pennsylvania law school,attorney| politician| diplomat
