born,political party,spouse(s),children,alma mater
kasiviswanathan shanmugam (1959-03-26) 26 march 1959 (age 59)singapore, people's action party,seetha subbiah (m. 2008); jothie rajah(div. 2008),2 (from prev. marriage)[1],national university of singapore
