born,political party,other politicalaffiliations
 (1939-10-08) 8 october 1939 (age 79)marseille| france,national centre of independents and peasants(1965-1973)independent republicans(1973-1977)republican party(1977-1997)union for french democracy(1997-2002)union for a popular movement(2002-2015)the republicans(2015-present),union for french democracy(1978-1998)
