born,political party,residence,alma mater,occupation
 (1953-11-01) 1 november 1953 (age 65)british hong kong,united democrats (1990–1994)democratic party (1994–2017),hong kong,king's college| hong konguniversity of hong konguniversity of california| los angeles,associate professor
