born,political party,spouse(s),alma mater
 (1957-06-22) 22 june 1957 (age 61)british hong kong,united democrats (1991–93)civil force (1993–present)dab (1998–present),mu fee-man,st. paul collegesir robert black college of educationuniversity of exetercity polytechnic of hong kong.
