born,nationality,political party,children,residence,alma mater,occupation,website
bruno johannes bruins (1963-07-10) 10 july 1963 (age 55)arnhem| netherlands,dutch,people's party for  freedom and democracy,3 children,scheveningen| netherlands,university of groningen  (bachelor of public administration| bachelor of laws| master of public administration| master of laws),politician · civil servant · corporate director · nonprofit director,(in english) minister for medical care
