born,spouse(s),relations
 (1945-06-27) 27 june 1945 (age 73)hong kong occupied territory,diana chester; 2 children,koon-chun li (great grandfather)fook-shu li (father)tze-ha wu (mother)david li (brother)alex li (son)  peter li (son) athena li (granddaughter) andreas li (grandson)
