born,nationality,political party,spouse(s),children,residence,alma mater,occupation,website
karin hildur ollongren (1967-05-28) 28 may 1967 (age 51)leiden| netherlands,dutch–swedish,democrats 66  (from 1993),irene van den brekel,2 sons,amsterdam| netherlands,university of amsterdam  (bachelor of arts| master of arts)  école nationale d'administration  (bachelor of public administration| master of public administration),politician · civil servant,(in english) minister of the interior and kingdom relations
