born,political party,spouse(s),education,allegiance,service/branch,years of service,rank,commands,awards
steven ernst stivers (1965-03-24) march 24| 1965 (age 53)ripley| ohio| u.s.,republican,karen stivers,ohio state university (ba| mba)united states army war college (ma), united states, united states army,1985–present, brigadier general,371st sustainment brigade, bronze star meritorious service army commendation medal reserve good conduct national defense service medal
