born,political party,spouse(s),children,relatives,residence,education,alma mater,website
jeremy bernard corbyn (1949-05-26) 26 may 1949 (age 69)chippenham| england,labour,jane chapman(m. 1974; div. 1979)claudia bracchitta(m. 1987; div. 1999)laura álvarez (m. 2012),3 sons,piers corbyn (brother),finsbury park| north london[1][2],castle house schooladams' grammar school,north london polytechnic,official website
