born,nationality,political party,spouse(s),children,residence,alma mater,occupation,website
eric derk wiebes (1963-03-12) 12 march 1963 (age 55)delft| netherlands,dutch,people's party for  freedom and democracy  (from 2005| 1983–1986),hester bijl(m. 1996; div. 2013),2 children,the hague| netherlands,delft university of technology  (bachelor of engineering| master of engineering)  european institute of business administration  (bachelor of business administration| master of business administration),politician · civil servant · management consultant,(in english) minister of economic affairs and climate policy
