born,nationality,political party,alma mater,occupation,profession,website,allegiance,service/branch,years of service,rank,unit,battles/wars
 (1940-09-29) 29 september 1940 (age 78),sri lankan,united national party,ananda college| colombo,politics| diplomat,businessman,official website,sri lanka,ceylon army volunteer force,1965 - 1972,second lieutenant,ceylon national guard,1971 jvp insurrection
