born,political party,other politicalaffiliations,spouse(s),children,residence,website
nigel paul farage (1964-04-03) 3 april 1964 (age 54)downe| kent| england,uk independence party (1993–present),conservative (before 1993)[1],gráinne hayes(m. 1988; div. 1997)kirsten mehr (m. 1999),4,single street| london| england,official websiteparliament website
