born,political party,spouse(s),children,residence,education,website
 (1972-04-03) april 3| 1972 (age 46)los angeles| california| u.s.,democratic,jason cantrell,rayann cantrell,broadmoor| new orleans| louisiana,xavier university| louisiana (ba),official website
