born,nationality,political party,other politicalaffiliations,residence,website
 (1946-02-24) 24 february 1946 (age 72),sri lankan,united national party (2015-present)sri lanka freedom party (1989-2015),united people's freedom alliance (2004-2015),wariyapola,sbnawinne.lk
