born,political party,spouse(s),parents,residence,alma mater,website
theresa mary brasier (1956-10-01) 1 october 1956 (age 62)eastbourne| sussex| england,conservative,philip may (m. 1980),"
hubert brasier
zaidee mary barnes
",10 downing street (official),st hugh's college| oxford,www.tmay.co.uk
