born,alma mater,allegiance,service/branch,years of service,rank,commands
singapore,anglo-chinese school (independent)national junior collegelondon school of economics (bsc) (msc), singapore,singapore army,1994–present, lieutenant-general,"
commander| 7th singapore infantry brigade (2010-2011)
head| joint plans and transformation department
chief guards officer (2014-2015)
chief of army (2015-2018)
chief of defence force (2018-present)
"
