born,political party,other politicalaffiliations,spouse(s),children,parents,relatives,alma mater
 (1947-09-28) 28 september 1947 (age 71)tungipara| gopalganj district| east bengal| dominion of pakistan(now bangladesh),awami league (1980-present),grand alliance (2008–present),wazed miah(m. 1968; died 2009),sajeebsaima,mujibur rahman (father)fazilatunnesa mujib (mother),see sheikh-wazed family,eden mohila collegeuniversity of dhaka
