born,political party,mother,father,education,alma mater,website
 (1952-01-01) 1 january 1952 (age 66)bara rajapur village| companiganj upazila| noakhali| east bengal| dominion of pakistan,bangladesh awami league,fazilatunessa,mosharrof hussain,ba (political science),university of dhaka,www.obaidulquader.com
