born,nationality,political party,spouse(s),children,alma mater,occupation
 (1951-02-24) 24 february 1951 (age 67)hong kong,british (until 2016)hong kong chinese (since 2016),liberal party (until 2008)economic synergy (since 2009)business and professionals alliance for hong kong (since 2012),susana cheong suk-hing,clarence leung wang-ching,st. francis xavier's schoolleeds university (bsc),merchant
