born,spouse(s),residence,alma mater,profession
 (1958-11-11) 11 november 1958 (age 60)british hong kong,otto poon,villa de mer| siu lam19 severn road| the peak,king's college london (bsc)university of london (llb),arbitrator| barrister| engineer| politician
