born,political party,spouse(s),children,alma mater,website
viola alexander (1952-09-28) september 28| 1952 (age 66)columbia| south carolina| u.s.,democratic,john lyles(m. 1996; died 2013),4,queens university of charlotte (ba)university of north carolina at chapel hill (mpa),official website
