born,political party,spouse(s),children,relatives,education
linda teresa sánchez (1969-01-28) january 28| 1969 (age 49)orange| california| u.s.,democratic,james sullivan (m. 2009),3,loretta (sister),university of california| berkeley (ba)university of california| los angeles (jd)
