born,nationality,political party,other politicalaffiliations,alma mater,occupation,profession
 (1944-09-06) 6 september 1944 (age 74)badulla| sri lanka,sri lanka,sri lanka freedom party,united people's freedom alliance  (2004 – present) people's alliance  (1994 – 2004),"nalanda college| colombo
carey college colombo",politics,lawyer
