born,spouse(s),alma mater,allegiance,service/branch,years of service,rank,commands
singapore,lynn ng,raffles institutionchrist's college| cambridge (b.eng)insead (mba), singapore,singapore army,1990–2006| 2008-2018, lieutenant-general,"
head| joint plans and transformation
branch head| defence policy office
deputy assistant chief of general staff for operations
commanding officer| 1st battalion singapore guards (2003–2005)
commander| 7th singapore infantry brigade (2009)
commander| 3rd division (2011–2013)
chief of staff (general staff) (2013–2014)
chief of army (2014–2015)
chief of defence force (2015-2018)
"
