born,political party,spouse(s),children,residence,alma mater,website
sylvester james| jr. (1951-12-09) december 9| 1951 (age 66)kansas city| missouri| u.s.,democratic,licia clifton,ericmalikkyleaja,kansas city| missouri,rockhurst college (ba)syracuse universityuniversity of minnesota (jd),www.kcmayor.org
