born,political party,spouse(s),residence,alma mater,profession,website
stephen ira adler (1956-03-23) march 23| 1956 (age 62)washington| d.c.| u.s.,democratic,diane land,austin| texas| u.s,princeton university (a.b.)university of texas (j.d.),attorney,adlerforaustin
