born,nationality,political party,spouse(s),children,education,alma mater
 (1969-04-15) 15 april 1969 (age 49)neuilly-sur-seine| france,french,union for a popular movement (before 2015)the republicans (2015–2017)en marche (2017–present),pauline doussau de bazignan (m. 1998),4,lycée louis-le-grand,école normale supérieureuniversité paris-sorbonnesciences poécole nationale d'administration
