born,political party,other politicalaffiliations,spouse(s),children,alma mater
kenneth robert livingstone (1945-06-17) 17 june 1945 (age 73)lambeth| london| england| uk,independent (2000–2003; 2018–present),labour (1968–2000; 2003–2018)[1],christine chapman (1973–1982)emma beal (2009–present)[2],5,philippa fawcett teacher training college
