born,nationality,political party,residence,alma mater,occupation
cornelia johanna schouten (1977-10-06) 6 october 1977 (age 41)'s-hertogenbosch| netherlands,dutch,christian union,rotterdam| netherlands,erasmus university rotterdam (msc in business administration),politician| civil servant
