born,political party,spouse(s),children,education,net worth,service/branch,years of service,rank,unit
michael richard pompeo (1963-12-30) december 30| 1963 (age 54)orange| california| u.s.,republican,susan pompeo,1,united states military academy (bs)harvard university (jd),$345|000 (2014)[1],united states army,1986–1991[2],captain,2nd squadron| 7th cavalry regiment4th infantry division
