born,nationality,political party,spouse(s),children,residence,alma mater,occupation,website
ferdinand bernhard joseph grapperhaus (1959-11-08) 8 november 1959 (age 59)amsterdam| netherlands,dutch,christian democratic appeal  (from 2001),florentine riem vis(m. 1986; her death 2016),4,amsterdam| netherlands,university of amsterdam  (bachelor of laws| master of laws| doctor of philosophy),politician · civil servant · jurist · lawyer · professor · author,(in english) minister of justice and security
