born,nationality,political party,children,residence,alma mater,profession,positions,religion
 (1952-07-10) 10 july 1952 (age 66)kenya colony,kenyan,tna[citation needed],5,nairobi,university of nairobi (bds)| (phd)university of mangalore (mds),dentist,professor| university of nairobi (1998-2013),catholic[citation needed]
