born,spouse(s),children,parents,religion
 (1949-07-15) 15 july 1949 (age 69)al shindagha| dubai| trucial states (now united arab emirates),"
hind bint maktoum bin juma al maktoum (m. 1979)
haya bint al hussein (m. 2004)
",see below,"
rashid bin saeed al maktoum
latifa bint hamdan al nahyan
",sunni islam[3]
