born,nationality,political party,other politicalaffiliations,children,alma mater,occupation,profession
 (1945-10-10) 10 october 1945 (age 73)beragama|matara,sri lankan,sri lanka freedom party,united people's freedom alliance,5,university of colombo| rahula college matara| thelijjawila central college,landed proprietor,politician
