born,political party,spouse(s),children,education,website
steny hamilton hoyer (1939-06-14) june 14| 1939 (age 79)new york city| new york| u.s.,democratic,judith hoyer(m. 1972; died 1997),3,university of maryland| college park (ba)georgetown university (jd),house websiteparty website
