born,nationality,political party,spouse(s),children,alma mater,occupation,known for,years active,salary,religion
 (1958-01-14) january 14| 1958 (age 60)louisville| kentucky| u.s.,american,democratic,alexandra gerassimides[1],4,vanderbilt university (ba),inventor businessman/investor  politician,"founding servend international[2]
",1983-present (business) 2008-present (politics),$118|000 (2017)[3],roman catholicism[4]
