born,political party,spouse(s),children,education,website
cheryl lea callahan (1961-10-17) october 17| 1961 (age 57)springfield| illinois| u.s.,democratic,gerry bustos,3,university of maryland| college park (ba)university of illinois at springfield (ma),house website
