born,political party,spouse(s),children,education,website
eric michael swalwell jr.[citation needed] (1980-11-16) november 16| 1980 (age 38)sac city| iowa| u.s.,democratic,brittany watts (m. 2016),2,campbell universityuniversity of maryland| college park (ba)university of maryland| baltimore (jd),housecampaign
