born,political party,spouse(s),children,parents,residence,education,website,allegiance,service/branch,years of service,rank,unit
eric michael garcetti (1971-02-04) february 4| 1971 (age 47)los angeles| california| u.s.,democratic,amy wakeland (m. 2009),1 daughter,gil garcettisukey roth,getty house,columbia university (ba| mia)queen's college| oxfordlondon school of economics,government websitecampaign website, united states, united states navy,2005–2013, lieutenant,information dominance corpsu.s. navy reserve
