born,nationality,political party,other politicalaffiliations,residence,alma mater,occupation,profession
 (1956-01-30) 30 january 1956 (age 62),sri lankan,sri lanka freedom party  (2006 - present)  united national party  (1988 - 2006),united people's freedom alliance  (2006 - present)  united national front  (2001 - 2006),53/2| torrington mawatha| colombo 07| sri lanka.,la trobe university,politics,diplomat
