born,citizenship,political party,spouse(s),children,residence,alma mater
ana maria hidalgo (1959-06-19) 19 june 1959 (age 59)san fernando| spain,frenchspanish,socialist party,"first husband (div.)
jean-marc germain (m. 2004)[1]",3 including arthur germain,hôtel de ville,jean moulin university lyon 3
