born,political party,spouse(s),children,residence,alma mater,website
michael scott rawlings (1954-08-25) august 25| 1954 (age 64)borger| texas| u.s.,democratic,micki rawlings[2],gunnar and michelle,dallas| texas| u.s.,boston college,official website
