born,nationality,political party,other politicalaffiliations,alma mater,profession,website
 (1970-02-06) 6 february 1970 (age 48),sri lankan,pivithuru hela urumaya  (2015 - present)  jathika hela urumaya  (2004 - 2015)   sihala urumaya  (2000 - 2004),united people's freedom alliance,d. s. senanayake college  monash university,politician,http://udayagammanpila.com/
