born,nationality,political party,spouse(s),children,residence,alma mater,profession,website
percy mahendra rajapaksa (1945-11-18) 18 november 1945 (age 73)weerakatiya| southern province| british ceylon(now sri lanka),sri lankan,"sri lanka podujana peramuna (2018 – present)
sri lanka freedom party (before 2018)",shiranthi rajapaksa(née wickremesinghe),namalyoshitharohitha,medamulana walawwa,sri lanka law college,attorney at law,official website
