born,occupation,allegiance,service/branch,years of service,rank,unit,awards
alexander william younger (1963-07-04) 4 july 1963 (age 55),intelligence officer,united kingdom,british army,1986–19901990-present (reserves),captain,royal scots (1986)scots guards (1986-1990),companion of the order of st michael and st george
