born,nationality,political party,other politicalaffiliations,spouse(s),children,residence,alma mater
 (1958-01-21) 21 january 1958 (age 60),sri lankan,sri lanka freedom party,united people's freedom alliance,geetha ratnayake,nuwan ratnayake| abheetha ratnayake| buddhimali ratnayake,308 bauddhaloka mawatha| colombo 07,vidyartha college| kandy
