born,nationality,political party,children,residence,alma mater,occupation
maria cornelia gezina keijzer (1968-10-09) 9 october 1968 (age 50)edam| netherlands,dutch,christian democratic appeal,5,ilpendam| netherlands,university of amsterdam (llm| public law; ma| public administration),politician| lawyer| mediator| civil servant
